,symbol,name,price,pricing_changes,pricing_percentage_changes,sector,industry,market_cap,share_volume,earnings_per_share,annualized_dividend,dividend_pay_date,symbol_yield,beta,errors
2138,SWI,SolarWinds Corporation Common Stock,12.11,Unchanged,,Technology,Computer Software: Prepackaged Software,"1,943,222,213","1,367,650",N/A,N/A,N/A,0.88,,True
2139,MMI,"Marcus & Millichap, Inc. Common Stock",48.2,Unchanged,,Finance,Real Estate,"1,913,217,831","113,766",$3.52,$0.50,"Apr 4, 2022",1.09%,0.87,False
2140,UCTT,"Ultra Clean Holdings, Inc. Common Stock",42.4,-0.41,(-0.96%),Technology,Semiconductors,"1,924,307,574","429,950",$2.69,N/A,N/A,N/A,2,False
2141,DKL,"Delek Logistics Partners, L.P. Common Units representing Limited Partner Interests",39.43,-0.10,(-0.25%),Energy,Oil & Gas Production,"1,718,402,819","43,886",$3.79,$3.90,"Feb 8, 2022",9.71%,2.76,False
2142,TWO,Two Harbors Investment Corp,5.39,Unchanged,,Consumer Services,Real Estate Investment Trusts,"1,853,730,579","8,149,861",$0.39,$0.68,"Jan 28, 2022",13.08%,1.73,False
2143,NMIH,NMI Holdings Inc. Class A Common Stock,21.4,Unchanged,,Finance,Property-Casualty Insurers,"1,836,971,356","566,979",$2.64,N/A,N/A,N/A,1.56,False
2144,NS,Nustar Energy L.P. Common Units,15.17,Unchanged,,N/A,N/A,"1,673,078,881","841,329",$1.60,"Feb 7, 2022",10.38%,2.41,,True
2145,SWIM,"Latham Group, Inc. Common Stock",14.53,+1.05,(+7.79%),Capital Goods,Engineering & Construction,"1,749,795,548","647,153",N/A,N/A,N/A,0.7,,True
2146,SKT,"Tanger Factory Outlet Centers, Inc. Common Stock",16.95,+0.09,(+0.53%),Consumer Services,Real Estate Investment Trusts,"1,754,868,615","757,576",$0.07,$0.73,"Feb 15, 2022",4.47%,1.88,False
2147,MTRN,Materion Corporation,85.74,Unchanged,,Basic Industries,Consumer Specialties,"1,753,230,897","74,026",$3.51,$0.48,"Mar 11, 2022",0.57%,1.39,False
2148,NWBI,"Northwest Bancshares, Inc. Common Stock",14.3,Unchanged,,Finance,Major Banks,16.58,"1,048,389","Feb 2, 2022","Feb 14, 2022",0.57,"Apr 29, 2014",$1.00,False
2149,STC,Stewart Information Services Corporation Common Stock,67.05,Unchanged,,Finance,Specialty Insurers,"1,808,871,950","92,857",$11.89,$1.50,"Mar 31, 2022",2.29%,1.13,False
2150,NTB,Bank of N.T. Butterfield & Son Limited,37.35,Unchanged,,Finance,Commercial Banks,"1,844,372,432","219,062",$3.26,$1.76,"Mar 14, 2022",4.86%,1.71,False
2151,RIOT,"Riot Blockchain, Inc. Common Stock",16.4265,+0.0365,(+0.22%),Technology,Retail: Computer Software & Peripheral Equipment,"1,910,801,926","7,805,766",$0.31,N/A,N/A,N/A,4.18,False
2152,MFA,"MFA Financial, Inc.",4.3,+0.07,(+1.65%),Consumer Services,Real Estate Investment Trusts,"1,777,023,000","3,115,844",$0.65,$0.44,"Apr 29, 2022",10.48%,1.64,False
2153,RILY,"B. Riley Financial, Inc. Common Stock",67.87,Unchanged,,Finance,Investment Managers,N/A,"225,466","Mar 8, 2022","Mar 23, 2022",1.59,"Nov 8, 2021",$3.00,False
2154,BGS,"B&G Foods, Inc. B&G Foods, Inc. Common Stock",26.64,Unchanged,,Consumer Non-Durables,Packaged Foods,"1,825,416,783","1,084,806",$1.04,$1.90,"May 2, 2022",7.38%,0.35,False
2155,PRAA,"PRA Group, Inc. Common Stock",44.61,Unchanged,,Technology,Advertising,"1,814,981,136","213,388",$4.04,N/A,N/A,N/A,1.34,False
2156,TSLX,"Sixth Street Specialty Lending, Inc. Common Stock",22.43,Unchanged,,Finance,Investment Managers,"1,704,794,034","446,801",$2.76,$1.64,"Apr 18, 2022",7.26%,1.13,False
2157,HEP,"Holly Energy Partners, L.P. Common Stock",16.47,Unchanged,,N/A,N/A,"1,736,600,110","337,408",$2.03,$1.40,"Feb 11, 2022",8.68%,0.93,False
2158,TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares,46.02,+1.06,(+2.36%),Health Care,Biotechnology: Pharmaceutical Preparations,"1,729,656,684","8,335",$0.04,N/A,N/A,N/A,0.75,False
2159,CLNE,Clean Energy Fuels Corp. Common Stock,7.41,+0.08,(+1.09%),Public Utilities,Natural Gas Distribution,"1,630,951,681","3,526,718",N/A,N/A,N/A,1.79,,True
2160,SSP,E.W. Scripps Company,21.15,Unchanged,,Consumer Services,Broadcasting,"1,748,010,911","336,123",$0.77,$0.20,"Dec 24, 2020",0.98%,1.73,False
2161,ALHC,"Alignment Healthcare, Inc. Common Stock",9.05,+0.36,(+4.14%),Health Care,Medical Specialities,"1,692,956,766","839,464",N/A,N/A,N/A,2.84,,True
2162,VRTV,Veritiv Corporation Common Stock,121.88,+2.77,(+2.33%),N/A,N/A,"1,791,131,782","83,365",$9.11,N/A,N/A,N/A,2.25,False
2163,MSEX,Middlesex Water Company Common Stock,99.55,Unchanged,,Public Utilities,Water Supply,"1,745,666,193","142,160",$2.07,$1.16,"Mar 1, 2022",1.18%,0.47,False
2164,RVT,"Royce Value Trust, Inc. Common Stock",16.69,Unchanged,,Finance,"Trusts, Except Educational, Religious, and Charitable","1,768,285,272","197,227",N/A,$1.77,"Mar 24, 2022",11.16%,1.41,False
2165,USAC,"USA Compression Partners, LP Common Units Representing Limited Partner Interests",17.4962,-0.0038,(-0.02%),Energy,Oilfield Services/Equipment,"1,704,103,713","96,385",$2.10,"Jan 21, 2022",12.12%,2.02,,True
2166,EXAI,Exscientia Plc American Depositary Shares,15.39,+0.79,(+5.41%),N/A,N/A,"1,757,659,354","180,099",N/A,N/A,N/A,N/A,-0.09,False
2167,LGND,Ligand Pharmaceuticals Incorporated Common Stock,108.5,Unchanged,,Health Care,Biotechnology: Pharmaceutical Preparations,"1,828,512,525","95,557",$3.34,N/A,N/A,N/A,1.15,False
2168,BTT,BlackRock Municipal 2030 Target Term Trust,24.69,+0.18,(+0.73%),Finance,Investment Managers,"1,740,782,548","104,960",N/A,N/A,N/A,N/A,0.19,False
2169,EDU,"New Oriental Education & Technology Group, Inc. Sponsored ADR representing 1 Ordinary Share",1.17,-0.02,(-1.68%),Consumer Services,Other Consumer Services,"2,019,389,758","42,431,979",$0.20,N/A,N/A,N/A,0.97,False
2170,MAG,MAG Silver Corporation Ordinary Shares,17.25,Unchanged,,N/A,N/A,"1,685,743,347","453,467",$0.08,N/A,N/A,N/A,1.1,False
2171,XPER,Xperi Holding Corporation Common Stock,17.08,Unchanged,,Technology,Semiconductors,10.26,"466,160","Mar 15, 2022","Mar 30, 2022",0.77,"Jun 2, 2014",$0.52,False
2172,CD,Chindata Group Holdings Limited American Depositary Shares,6.48,+0.10,(+1.57%),Finance,Investment Bankers/Brokers/Service,"2,314,346,952","6,674,364",$0.14,N/A,N/A,N/A,2.34,False
2173,JACK,Jack In The Box Inc. Common Stock,88.77,Unchanged,,Consumer Services,Restaurants,"1,868,031,406","484,313",$7.02,$1.76,"Mar 22, 2022",2.15%,1.73,False
2174,BDJ,Blackrock Enhanced Equity Dividend Trust,9.55,+0.02,(+0.21%),Finance,Finance Companies,"1,772,612,726","873,275",N/A,N/A,N/A,N/A,1.12,False
2175,TSE,Trinseo PLC Ordinary Shares,47.54,Unchanged,,Basic Industries,Major Chemicals,"1,761,191,941","586,910",$11.13,$1.28,"Apr 21, 2022",2.72%,1.44,False
2176,ALG,"Alamo Group, Inc. Common Stock",147.21,Unchanged,,Capital Goods,Industrial Machinery/Components,"1,756,892,760","31,801",$6.75,$0.72,"Feb 1, 2022",0.5%,1,False
2177,ISEE,"IVERIC bio, Inc. Common Stock",15.02,Unchanged,,Health Care,Biotechnology: Pharmaceutical Preparations,"1,737,515,372","1,267,247",N/A,N/A,N/A,1.47,,True
2178,CCO,"Clear Channel Outdoor Holdings, Inc. Common Stock",3.67,-0.02,(-0.54%),Technology,Advertising,"1,739,272,212","3,699,913",N/A,N/A,N/A,2.34,,True
2179,VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V. American Depositary Shares, each representing ten",16.74,Unchanged,,Transportation,Air Freight/Delivery Services,"1,935,265,332","704,692",$0.92,N/A,N/A,N/A,2.61,False
2180,INT,World Fuel Services Corporation Common Stock,26.88,Unchanged,,Energy,Oil Refining/Marketing,"1,705,364,909","465,727",$1.17,$0.48,"Apr 8, 2022",1.83%,1.11,False
2181,NWN,Northwest Natural Holding Company Common Stock,53.18,Unchanged,,Public Utilities,Oil/Gas Transmission,"1,656,863,902","298,917",$2.56,$1.93,"Feb 15, 2022",3.54%,0.48,False
2182,FRG,"Franchise Group, Inc. Common Stock",44.26,Unchanged,,Miscellaneous,Diversified Commercial Services,"1,783,598,952","325,234",$8.67,$2.50,"Apr 15, 2022",5.87%,1.84,False
2183,BPMP,BP Midstream Partners LP Common Units representing Limited Partner Interests,16.48,+0.11,(+0.67%),Energy,Oil & Gas Production,"1,715,790,021","422,682",$1.40,$1.39,"Feb 14, 2022",8.71%,1.11,False
2184,INFN,Infinera Corporation Common Stock,8.39,+0.19,(+2.32%),Public Utilities,Telecommunications Equipment,"1,745,047,158","1,688,580",N/A,N/A,N/A,1.04,,True
2185,VZIO,VIZIO Holding Corp. Class A Common Stock,9.4,+0.38,(+4.21%),Consumer Non-Durables,Consumer Electronics/Appliances,"1,729,997,863","725,858",N/A,N/A,N/A,1.09,,True
2186,CLM,"Cornerstone Strategic Value Fund, Inc. New Common Stock",13.86,+0.08,(+0.58%),Finance,Finance/Investors Services,"1,670,016,306","1,362,545",N/A,N/A,N/A,N/A,0.96,False
2187,VCYT,"Veracyte, Inc. Common Stock",25.98,Unchanged,,Health Care,Biotechnology: Pharmaceutical Preparations,"1,850,251,200","1,270,886",N/A,N/A,N/A,0.96,,True
2188,HMN,Horace Mann Educators Corporation Common Stock,40.66,Unchanged,,Finance,Property-Casualty Insurers,"1,681,349,469","190,207",$3.39,$1.28,"Mar 31, 2022",3%,0.54,False
2189,HLLY,Holley Inc. Common Stock,14.4813,-0.0387,(-0.27%),Capital Goods,Auto Parts:O.E.M.,"1,713,260,378","410,339",N/A,N/A,N/A,N/A,-0.24,False
2190,KRO,Kronos Worldwide Inc Common Stock,15.18,+0.24,(+1.61%),Basic Industries,Major Chemicals,"1,753,038,862","123,137",$0.98,$0.76,"Mar 17, 2022",4.98%,1.18,False
2191,OSCR,"Oscar Health, Inc. Class A Common Stock",8.15,Unchanged,,Finance,Accident &Health Insurance,"1,714,736,438","1,129,897",N/A,N/A,N/A,-0.64,,True
2192,FRO,Frontline Ltd. Ordinary Shares,8.45,Unchanged,,Transportation,Marine Transportation,"1,719,836,773","2,384,663",N/A,N/A,N/A,0.07,,True
2193,ALEX,"Alexander & Baldwin, Inc. Common Stock REIT Holding Company",24.08,Unchanged,,Consumer Services,Real Estate Investment Trusts,"1,750,143,165","332,788",$0.49,$0.76,"Apr 5, 2022",3.11%,1.36,False
2194,CRS,Carpenter Technology Corporation Common Stock,36.95,Unchanged,,Basic Industries,Steel/Iron Ore,"1,783,556,917","452,796",$0.80,"Jan 31, 2022",2.23%,1.78,,True
2195,PACK,Ranpak Holdings Corp Class A Common Stock,23.07,Unchanged,,Basic Industries,Containers/Packaging,"1,878,173,248","443,609",N/A,N/A,N/A,1.28,,True
2196,KAHC,KKR Acquisition Holdings I Corp. Class A Common Stock,9.74,Unchanged,,N/A,N/A,"1,680,150,000","128,377",N/A,N/A,N/A,N/A,-0.03,False
2197,CTRE,"CareTrust REIT, Inc. Common Stock",18.29,+0.16,(+0.88%),Consumer Services,Real Estate Investment Trusts,"1,759,504,153","926,357",$0.74,$1.06,"Jan 15, 2022",6.04%,1.13,False
2198,CCXI,"ChemoCentryx, Inc. Common Stock",23.58,-0.59,(-2.44%),Health Care,Biotechnology: Pharmaceutical Preparations,"1,712,217,834","868,398",N/A,N/A,N/A,1.89,,True
2199,CVII,Churchill Capital Corp VII Class A Common Stock,9.7262,-0.0038,(-0.04%),N/A,N/A,"1,678,425,000","65,552",N/A,N/A,N/A,N/A,0.06,False
2200,MGPI,"MGP Ingredients, Inc.",83.71,Unchanged,,Consumer Non-Durables,Beverages (Production/Distribution),19.51,"89,339",$0.48,"Mar 10, 2022",0.62%,1.24,"Aug 16, 2017",False
2201,IMKTA,"Ingles Markets, Incorporated Class A Common Stock",91.94,+1.24,(+1.37%),Consumer Services,Food Chains,N/A,"117,934","Jan 5, 2022","Jan 13, 2022",0.58,"Dec 19, 2012",$0.66,False
2202,ICFI,"ICF International, Inc. Common Stock",89.73,Unchanged,,Consumer Services,Professional Services,"1,683,932,133","110,499",$3.73,$0.56,"Apr 13, 2022",0.63%,0.75,False
2203,PIII,P3 Health Partners Inc. Class A Common Stock,6.8477,-0.0123,(-0.18%),N/A,N/A,"1,671,122,157","142,175",N/A,N/A,N/A,N/A,0.13,False
2204,JPS,Nuveen Preferred & Income Securities Fund,8.04,+0.07,(+0.88%),Finance,Investment Managers,"1,653,876,851","645,636",N/A,N/A,N/A,N/A,0.79,False
2205,FSLY,"Fastly, Inc. Class A Common Stock",15.42,-0.01,(-0.06%),Technology,Computer Software: Prepackaged Software,"1,856,229,000","5,913,367",N/A,N/A,N/A,1.54,,True
2206,GBX,"Greenbrier Companies, Inc.",50.36,Unchanged,,Capital Goods,Railroads,"1,639,022,251","243,175",$1.58,$1.08,"Feb 17, 2022",2.14%,1.41,False
2207,STAR,iStar Inc. Common Stock,24.45,Unchanged,,Consumer Services,Real Estate Investment Trusts,"1,687,557,338","374,602",$1.34,$0.50,"Mar 15, 2022",2.1%,0.74,False
2208,CTKB,"Cytek Biosciences, Inc. Common Stock",12.39,Unchanged,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,"1,657,158,325","2,480,692",N/A,N/A,N/A,N/A,0.63,False
2209,NVTA,Invitae Corporation Common Stock,7.35,-0.23,(-3.03%),Health Care,Medical Specialities,"1,730,945,514","7,866,270",N/A,N/A,N/A,1.8,,True
2210,LPSN,"LivePerson, Inc. Common Stock",23.98,Unchanged,,Technology,EDP Services,"1,740,246,825","1,363,437",N/A,N/A,N/A,1.3,,True
2211,WABC,Westamerica Bancorporation Common Stock,62.76,Unchanged,,Finance,Major Banks,"1,686,213,337","147,480",$3.22,$1.68,"Feb 18, 2022",2.69%,0.59,False
2212,GPRE,Green Plains Inc. Common Stock,29.92,Unchanged,,Basic Industries,Major Chemicals,"1,604,195,268","627,868",N/A,N/A,N/A,1.65,,True
2213,NBTB,NBT Bancorp Inc. Common Stock,39.04,Unchanged,,Finance,Major Banks,"1,685,425,393","181,285",$3.55,$1.12,"Mar 15, 2022",2.89%,0.63,False
2214,DK,"Delek US Holdings, Inc. Common Stock",17.84,Unchanged,,Energy,Integrated oil Companies,"1,323,668,290","1,671,518",N/A,N/A,N/A,1.85,,True
2215,DADA,Dada Nexus Limited American Depositary Shares,8.86,-0.01,(-0.11%),Consumer Services,Department/Specialty Retail Stores,"2,057,344,504","7,776,207",N/A,N/A,N/A,1.54,,True
2216,GPOR,Gulfport Energy Corporation Common Shares,72.5,Unchanged,,Energy,Oil & Gas Production,"1,557,082,500","165,376",N/A,N/A,N/A,N/A,-0.48,False
2217,ZUO,"Zuora, Inc. Class A Common Stock",14.14,+0.54,(+3.97%),Technology,EDP Services,"1,810,964,465","1,438,226",N/A,N/A,N/A,2.16,,True
2218,SUPN,"Supernus Pharmaceuticals, Inc. Common Stock",31.08,Unchanged,,Health Care,Biotechnology: Pharmaceutical Preparations,"1,652,858,269","314,066",$1.51,N/A,N/A,N/A,1.08,False
2219,ECAT,BlackRock ESG Capital Allocation Trust Common Shares of Beneficial Interest,15.58,+0.32,(+2.1%),Finance,"Trusts, Except Educational, Religious, and Charitable","1,646,928,334","381,602",N/A,N/A,N/A,N/A,0.62,False
2220,AMPH,"Amphastar Pharmaceuticals, Inc. Common Stock",34.22,Unchanged,,Health Care,Biotechnology: Pharmaceutical Preparations,"1,647,585,720","526,222",$1.24,N/A,N/A,N/A,0.64,False
2222,FLGT,"Fulgent Genetics, Inc. Common Stock",60.0,+0.33,(+0.55%),Health Care,Medical Specialities,"1,805,167,331","436,861",$16.38,N/A,N/A,N/A,1.57,False
2223,LAW,"CS Disco, Inc. Common Stock",29.44,Unchanged,,Technology,Computer Software: Prepackaged Software,"1,714,179,593","760,952",N/A,N/A,N/A,N/A,1.85,False
2224,ME,23andMe Holding Co. Class A Common Stock,3.51,+0.01,(+0.29%),Health Care,Precision Instruments,"1,564,950,020","8,988,575",N/A,N/A,N/A,N/A,1.81,False
2225,MDGL,"Madrigal Pharmaceuticals, Inc. Common Stock",92.98,Unchanged,,Health Care,Biotechnology: Pharmaceutical Preparations,"1,590,273,667","157,419",N/A,N/A,N/A,1.1,,True
2226,KRYS,"Krystal Biotech, Inc. Common Stock",69.28,Unchanged,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"1,746,416,129","240,256",N/A,N/A,N/A,0.96,,True
2227,XNCR,"Xencor, Inc. Common Stock",28.14,Unchanged,,Health Care,Biotechnology: Pharmaceutical Preparations,"1,670,821,505","504,849",$1.35,N/A,N/A,N/A,0.84,False
2228,CDNA,"CareDx, Inc. Common Stock",33.6,Unchanged,,Health Care,Medical Specialities,"1,781,644,771","744,073",N/A,N/A,N/A,0.72,,True
2229,AMCX,AMC Networks Inc. Class A Common Stock,39.85,Unchanged,,Consumer Services,Broadcasting,"1,688,687,585","512,236",$5.79,N/A,N/A,N/A,0.89,False
2230,MIR,"Mirion Technologies, Inc. Class A Common Stock",7.95,Unchanged,,Technology,Industrial Machinery/Components,"1,654,266,464","1,321,568",N/A,N/A,N/A,N/A,0.36,False
2231,MRTN,"Marten Transport, Ltd. Common Stock",19.99,+0.16,(+0.81%),Transportation,Trucking Freight/Courier Services,16.35,"429,550","Mar 16, 2022","Mar 31, 2022",0.88,"Sep 17, 2021",$0.50,False
2232,PTVE,Pactiv Evergreen Inc. Common stock,9.76,Unchanged,,Consumer Durables,Containers/Packaging,"1,731,363,791","172,917",$0.12,$0.40,"Mar 15, 2022",4.23%,2.45,False
2233,PTY,Pimco Corporate & Income Opportunity Fund,14.38,-0.10,(-0.69%),Finance,Investment Managers,"1,652,312,800","810,301",N/A,$1.482,"Apr 1, 2022",10.99%,0.76,False
2234,IAG,Iamgold Corporation Ordinary Shares,3.16,Unchanged,,N/A,N/A,"1,507,423,582","7,218,263",N/A,N/A,N/A,1.05,,True
2235,LNN,Lindsay Corporation Common Stock,148.19,Unchanged,,Capital Goods,Industrial Machinery/Components,"1,625,998,770","53,566",$3.94,$1.32,"Feb 28, 2022",0.92%,0.4,False
2236,AIR,AAR Corp. Common Stock,44.74,Unchanged,,Capital Goods,Aerospace,"1,586,877,289","299,429",$2.08,N/A,N/A,N/A,1.66,False
2237,ONEM,"1Life Healthcare, Inc. Common Stock",9.07,Unchanged,,Technology,Computer Software: Prepackaged Software,"1,742,260,481","2,594,446",N/A,N/A,N/A,1.67,,True
2238,MEI,"Methode Electronics, Inc. Common Stock",42.79,Unchanged,,Capital Goods,Electrical Products,"1,580,249,420","215,154",$3.07,$0.56,"Jan 28, 2022",1.33%,1.2,False
2239,ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,15.4,+0.24,(+1.58%),Finance,"Trusts, Except Educational, Religious, and Charitable","1,626,563,338","384,441",N/A,N/A,N/A,N/A,0.91,False
2240,VCEL,Vericel Corporation Common Stock,34.59,Unchanged,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"1,624,612,086","424,724",N/A,N/A,N/A,1.91,,True
2241,USA,Liberty All-Star Equity Fund Common Stock,7.61,+0.01,(+0.13%),Finance,Finance Companies,"1,932,280,681","1,980,289",N/A,$0.82,"Mar 7, 2022",11.53%,1.17,False
2242,MYRG,"MYR Group, Inc. Common Stock",99.27,Unchanged,,Basic Industries,"Water, Sewer, Pipeline, Comm & Power Line Construction","1,683,172,485","154,800",$4.96,N/A,N/A,N/A,1.1,False
2243,FRTA,"Forterra, Inc. Common Stock",23.99,+0.92,(+3.99%),N/A,N/A,"1,556,064,002","578,820",$1.67,N/A,N/A,N/A,2.19,False
2244,USNA,"USANA Health Sciences, Inc. Common Stock",82.5,+0.15,(+0.18%),N/A,N/A,"1,593,901,650","74,842",$5.71,N/A,N/A,N/A,0.89,False
2245,FORG,"ForgeRock, Inc. Class A Common Stock",17.99,+1.64,(+10.03%),Technology,Computer Software: Prepackaged Software,"1,507,233,736","742,466",N/A,N/A,N/A,N/A,0.99,False
2246,VRTS,"Virtus Investment Partners, Inc. Common Stock",231.35,Unchanged,,Finance,Investment Managers,"1,736,548,034","58,375",$26.05,$6.00,"May 13, 2022",2.81%,1.57,False
2247,PMT,PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest,16.26,Unchanged,,Consumer Services,Real Estate Investment Trusts,"1,583,306,850","878,575",$0.26,$1.88,"Apr 28, 2022",11.69%,1.12,False
2248,VRE,"Veris Residential, Inc. Common Stock",16.89,Unchanged,,Consumer Services,Real Estate Investment Trusts,"1,536,123,121","452,152",N/A,N/A,N/A,1.04,,True
2249,YOU,"Clear Secure, Inc. Class A Common Stock",19.6,-1.03,(-4.99%),Technology,Computer Software: Prepackaged Software,"1,553,659,741","1,933,564",N/A,N/A,N/A,N/A,1.88,False
2250,LMDX,LumiraDx Limited Common Shares,8.108,-0.162,(-1.96%),Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,"2,089,826,081","165,211",N/A,N/A,N/A,N/A,0.78,False
2251,ARRY,"Array Technologies, Inc. Common Stock",12.01,+0.21,(+1.78%),Technology,Semiconductors,"1,757,276,532","3,498,075",N/A,N/A,N/A,2.02,,True
2252,CDLX,"Cardlytics, Inc. Common Stock",47.93,Unchanged,,Technology,Advertising,"1,617,287,515","364,832",N/A,N/A,N/A,2.34,,True
2253,XPEL,"XPEL, Inc. Common Stock",57.26,Unchanged,,Capital Goods,Auto Parts:O.E.M.,"1,581,097,304","276,781",$1.14,N/A,N/A,N/A,1.45,False
2254,LYEL,"Lyell Immunopharma, Inc. Common Stock",5.95,-0.03,(-0.50%),Health Care,Biotechnology: Pharmaceutical Preparations,"1,438,019,552","2,749,258",N/A,N/A,N/A,N/A,0.06,False
2255,EAT,"Brinker International, Inc. Common Stock",35.83,+0.05,(+0.14%),Consumer Services,Restaurants,"1,595,758,088","1,004,643",$3.19,N/A,N/A,N/A,2.51,False
2256,PTRA,Proterra Inc. Common Stock,7.52,+0.04,(+0.53%),Capital Goods,Auto Manufacturing,"1,660,260,800","6,394,896",N/A,N/A,N/A,N/A,-0.51,False
2257,ESRT,"Empire State Realty Trust, Inc. Class A Common Stock",9.72,Unchanged,,Consumer Services,Real Estate Investment Trusts,"1,653,649,584","1,667,798",$0.14,"Mar 14, 2022",1.52%,0.97,,True
2258,SAND,Sandstorm Gold Ltd. Ordinary Shares,7.88,Unchanged,,N/A,N/A,"1,511,446,110","3,393,881",$0.14,$0.063,"Jan 28, 2022",0.82%,0.99,False
2259,BALY,Bally's Corporation Common Stock,31.0,Unchanged,,Consumer Services,Recreational Products/Toys,"1,602,489,510","608,635",N/A,N/A,N/A,2.2,,True
2260,FORTY,Formula Systems,101.31,+2.70,(+2.74%),Technology,EDP Services,"1,508,167,669","1,609",$3.27,$1.144,"Oct 4, 2021",1.17%,1.12,False
2261,AGIO,"Agios Pharmaceuticals, Inc. Common Stock",27.68,Unchanged,,Health Care,Biotechnology: Pharmaceutical Preparations,"1,512,366,028","786,411",$22.24,N/A,N/A,N/A,1.44,False
2262,TBBK,The Bancorp Inc Common Stock,29.74,Unchanged,,Finance,Major Banks,"1,707,027,851","397,024",$1.88,N/A,N/A,N/A,1.34,False
2263,BGCP,"BGC Partners, Inc Class A Common Stock",4.45,-0.01,(-0.22%),Finance,Investment Bankers/Brokers/Service,"1,636,720,163","1,367,334",$0.33,$0.04,"Mar 22, 2022",0.92%,1.75,False
2264,CMPR,Cimpress plc Ordinary Shares,63.93,Unchanged,,Consumer Services,Recreational Products/Toys,"1,668,652,785","76,823",N/A,N/A,N/A,1.48,,True
2265,PRTA,Prothena Corporation plc Ordinary Shares,35.71,Unchanged,,Health Care,Biotechnology: Pharmaceutical Preparations,"1,667,147,597","295,947",$1.09,N/A,N/A,N/A,1.3,False
